"Cod_TSE","Cod_IBGE","UF","localidade"
"13420","2301257","CE","ARARENDA"
"4804","1501451","PA","BELTERRA"
"10065","2201919","PI","BOM PRINCIPIO DO PIAUI"
"10006","2201960","PI","BRASILEIRA"
"27278","2701407","AL","CAMPO ALEGRE"
"42102","3127339","MG","GAMELEIRAS"
"17035","2405306","RN","JANUARIO CICCO"
"14435","2307106","CE","JARDIM"
"40924","3136579","MG","JOSENOPOLIS"
"2518","1302405","AM","LABREA"
"24856","2609303","PE","MIRANDIBA"
"28215","2706109","AL","OURO BRANCO"
"10448","2209153","PI","SANTA CRUZ DOS MILAGRES"
"9130","2110807","MA","SAO FELIX DE BALSAS"
"12130","2210706","PI","SIMOES"
"28797","2709004","AL","TANQUE D ARCA"
"10014","2200103","PI","AGRICOLANDIA"
"41866","3115474","MG","CATUTI"
"16896","2404606","RN","IELMO MARINHO"
"20990","2509909","PB","NATUBA"
"11517","2207603","PI","PARNAGUA"
"28398","2707008","AL","PINDOBA"
"38091","2925402","BA","POTIRAGUA"
"98531","2311355","CE","QUIXELO"
"11738","2208700","PI","REDENCAO DO GURGUEIA"
"18198","2411106","RN","RUY BARBOSA"
"21733","2513604","PB","SANTANA DOS GARROTES"
"9075","2110500","MA","SAO BENTO"
"8265","2110658","MA","SAO DOMINGOS DO AZEITAO"
"10561","2210359","PI","SAO LOURENCO DO PIAUI"
"22195","2515906","PB","SERRARIA"
"23671","2603405","PE","CALUMBI"
"31216","2801108","SE","CANHOBA"
"12360","2202711","PI","COCAL DE TELHA"
"24252","2606309","PE","GRANITO"
"40240","3130051","MG","ICARAI DE MINAS"
"14192","2305902","CE","IPUEIRAS"
"40940","3136959","MG","JUVENILIA"
"36994","2919900","BA","MACURURE"
"37095","2920403","BA","MANOEL VITORINO"
"8370","2106904","MA","MONCAO"
"25054","2610301","PE","PARANATAMA"
"11711","2208601","PI","PRATA DO PIAUI"
"39845","2925931","BA","QUIXABEIRA"
"38679","2928307","BA","SANTANOPOLIS"
"9016","2110203","MA","SANTA RITA"
"10502","2209559","PI","SAO BRAZ DO PIAUI"
"12009","2209872","PI","SAO JOAO DA FRONTEIRA"
"21830","2514107","PB","SAO JOAO DO TIGRE"
"19046","2514453","PB","SAO JOSE DOS RAMOS"
"39179","2930907","BA","TABOCAS DO BREJO VELHO"
"39977","2933059","BA","VARZEA DA ROCA"
"13358","2301802","CE","BAIXIO"
"13595","2303006","CE","CARIDADE"
"13617","2303105","CE","CARIRE"
"31496","2802403","SE","GARARU"
"7951","2104909","MA","GUIMARAES"
"31550","2802809","SE","INDIAROBA"
"46795","3134004","MG","ITINGA"
"41068","3142254","MG","MIRAVANIA"
"37680","2923357","BA","OUROLANDIA"
"39810","2924058","BA","PE DE SERRA"
"19020","2515971","PB","SOBRADO"
"19682","2516755","PB","TENORIO"
"18899","2414605","RN","UPANEMA"
"39691","2933505","BA","WENCESLAU GUIMARAES"
"2917","1300060","AM","AMATURA"
"33391","2902005","BA","ARACATU"
"2950","1300631","AM","BERURI"
"23477","2602407","PE","BREJAO"
"15920","2305332","CE","IBICUITINGA"
"24392","2607000","PE","INAJA"
"35777","2913804","BA","IPECAETA"
"35874","2914307","BA","IRAMAIA"
"19143","2509339","PB","MATINHAS"
"37656","2923209","BA","OLIVEIRA DOS BREJINHOS"
"28290","2706505","AL","PASSO DE CAMARAGIBE"
"8591","2108009","MA","PASTOS BONS"
"18015","2410108","RN","POCO BRANCO"
"18074","2410405","RN","PUREZA"
"8249","2110278","MA","SANTO AMARO DO MARANHAO"
"96032","1720309","TO","SAO SEBASTIAO DO TOCANTINS"
"8540","2111953","MA","SUCUPIRA DO RIACHAO"
"13099","2300507","CE","ALCANTARAS"
"16179","2400901","RN","ANTONIO MARTINS"
"19194","2501005","PB","ARARUNA"
"19330","2501609","PB","BARRA DE SANTA ROSA"
"27090","2700508","AL","BARRA DE SANTO ANTONIO"
"7200","2101939","MA","BERNARDO DO MEARIM"
"33952","2904803","BA","CAATIBA"
"10146","2202091","PI","CALDEIRAO GRANDE DO PIAUI"
"34533","2907707","BA","CHORROCHO"
"27510","2702603","AL","FEIRA GRANDE"
"24317","2606606","PE","IBIMIRIM"
"27731","2703700","AL","JARAMATAIA"
"95699","1712405","TO","LIZARDA"
"11452","2207306","PI","PAES LANDIM"
"15016","2310001","CE","PALHANO"
"41300","3147956","MG","PATIS"
"28452","2707305","AL","PORTO CALVO"
"39489","2932457","BA","UMBURANAS"
"19763","2500536","PB","ALCANTIL"
"2097","1300409","AM","BARCELOS"
"93262","5203962","GO","BURITINOPOLIS"
"19089","2505238","PB","CUITE DE MAMANGUAPE"
"24333","2606705","PE","IBIRAJUBA"
"31534","2802700","SE","ILHA DAS FLORES"
"20478","2507309","PB","JACARAU"
"36412","2917003","BA","ITIUBA"
"17396","2407005","RN","LUIS GOMES"
"4812","1504109","PA","MAGALHAES BARATA"
"41386","3150570","MG","PINTOPOLIS"
"9059","2110401","MA","SAO BENEDITO DO RIO PRETO"
"12610","2209757","PI","SAO GONCALO DO GURGUEIA"
"22012","2515005","PB","SAO MIGUEL DE TAIPU"
"13013","2300101","CE","ABAIARA"
"4170","1500909","PA","AUGUSTO CORREA"
"16314","2401602","RN","BENTO FERNANDES"
"13773","2303907","CE","CHAVAL"
"44059","3120300","MG","CRISTALIA"
"20095","2505402","PB","DESTERRO"
"31437","2802205","SE","FEIRA NOVA"
"14311","2306504","CE","ITAPIUNA"
"12394","2205276","PI","JATOBA DO PIAUI"
"14613","2308005","CE","MASSAPE"
"17493","2407500","RN","MAXARANGUAPE"
"2631","1303007","AM","NHAMUNDA"
"38156","2925709","BA","PRESIDENTE JANIO QUADROS"
"19003","2512762","PB","RIACHAO DO POCO"
"73288","1720101","TO","SAO BENTO DO TOCANTINS"
"27235","2701209","AL","CACIMBINHAS"
"23876","2604403","PE","CHA DE ALEGRIA"
"10243","2202851","PI","CORONEL JOSE DIAS"
"16659","2403301","RN","ENCANTO"
"24112","2605608","PE","FLORES"
"20338","2506608","PB","IBIARA"
"20656","2508208","PB","LAGOA DE DENTRO"
"12432","2205540","PI","LAGOINHA DO PIAUI"
"17892","2409506","RN","PEDRA GRANDE"
"15172","2310803","CE","PEREIRO"
"1066","1200393","AC","PORTO WALTER"
"38377","2926806","BA","RIO DO ANTONIO"
"8915","2109601","MA","ROSARIO"
"18678","2413508","RN","SERRINHA"
"9334","2112001","MA","TASSO FRAGOSO"
"27014","2700102","AL","AGUA BRANCA"
"13331","2301703","CE","AURORA"
"27154","2700805","AL","BELEM"
"7358","2101806","MA","BENEDITO LEITE"
"12343","2202075","PI","CAJAZEIRAS DO PIAUI"
"34398","2907004","BA","CARDEAL DA SILVA"
"34479","2907400","BA","CATOLANDIA"
"16535","2402709","RN","CERRO-CORA"
"2291","1301407","AM","EIRUNEPE"
"7773","2104008","MA","ESPERANTINOPOLIS"
"24058","2605301","PE","EXU"
"10260","2203750","PI","FARTURA DO PIAUI"
"7870","2104503","MA","GOVERNADOR ARCHER"
"8010","2105203","MA","IGARAPE GRANDE"
"17310","2406601","RN","LAGOA SALGADA"
"16160","2407252","RN","MAJOR SALES"
"2674","1303304","AM","NOVO ARIPUANA"
"16268","2408953","RN","RIO DO FOGO"
"39870","2928059","BA","SANTA LUZIA"
"31003","2806404","SE","SANTANA DO SAO FRANCISCO"
"10480","2209351","PI","SANTANA DO PIAUI"
"28690","2708501","AL","SAO LUIS DO QUITUNDE"
"25950","2614808","PE","TACARATU"
"19011","2500106","PB","AGUA BRANCA"
"33529","2902658","BA","BANZAE"
"10332","2201705","PI","BERTOLINIA"
"4375","1501907","PA","BUJARU"
"10758","2203800","PI","FLORES DO PIAUI"
"13919","2304509","CE","FRECHEIRINHA"
"35556","2912707","BA","IBIRAPITANGA"
"36676","2918308","BA","JITAUNA"
"14516","2307502","CE","LAVRAS DA MANGABEIRA"
"2577","1302702","AM","MANICORE"
"11258","2206308","PI","MIGUEL LEAO"
"73083","1715705","TO","PALMEIRANTE"
"10383","2207777","PI","PATOS DO PIAUI"
"38296","2926400","BA","RIACHO DE SANTANA"
"50890","3154507","MG","RIACHO DOS MACHADOS"
"9032","2110302","MA","SANTO ANTONIO DOS LOPES"
"5436","1507201","PA","SAO DOMINGOS DO CAPIM"
"32395","2807006","SE","SAO MIGUEL DO ALEIXO"
"96130","1720804","TO","SITIO NOVO DO TOCANTINS"
"13110","2300606","CE","ALTANEIRA"
"23299","2601508","PE","BELEM DE MARIA"
"4413","1502103","PA","CAMETA"
"2275","1301308","AM","CODAJAS"
"10596","2203008","PI","CRISTALANDIA DO PIAUI"
"16691","2403509","RN","ESPIRITO SANTO"
"7790","2104107","MA","FORTALEZA DOS NOGUEIRAS"
"49352","3127057","MG","FRONTEIRA DOS VALES"
"35530","2912608","BA","IBIQUERA"
"46396","3132008","MG","ITACAMBIRA"
"20630","2508109","PB","LAGOA"
"8001","2107357","MA","NOVA OLINDA DO MARANHAO"
"2658","1303106","AM","NOVA OLINDA DO NORTE"
"18279","2411403","RN","SANTANA DO MATOS"
"40762","3162658","MG","SAO JOAO DO PACUI"
"28754","2708808","AL","SAO SEBASTIAO"
"5533","1507706","PA","SAO SEBASTIAO DA BOA VISTA"
"33278","2901403","BA","ANGICAL"
"33294","2901502","BA","ANGUERA"
"23035","2600203","PE","AFRANIO"
"16101","2401651","RN","BODO"
"19690","2503407","PB","CACIMBA DE AREIA"
"40223","3126752","MG","FRANCISCOPOLIS"
"5878","1503077","PA","GARRAFAO DO NORTE"
"13242","2304954","CE","GUAIUBA"
"10910","2204600","PI","HUGO NAPOLEAO"
"19534","2502607","PB","IGARACY"
"17299","2406502","RN","LAGOA NOVA"
"41009","3138682","MG","LUISLANDIA"
"40525","3146750","MG","PALMOPOLIS"
"13269","2311231","CE","POTIRETAMA"
"21636","2513109","PB","SALGADO DE SAO FELIX"
"25534","2612703","PE","SANTA MARIA DO CAMBUCA"
"21776","2513802","PB","SANTA TERESINHA"
"19429","2513968","PB","SAO DOMINGOS DE POMBAL"
"19542","2514651","PB","SAO JOSE DO BREJO CRUZ"
"38865","2929370","BA","SAO JOSE DO JACUIPE"
"33375","2901908","BA","APORA"
"7250","2101301","MA","BACURI"
"33570","2902906","BA","BARRA DO CHOCA"
"10391","2202000","PI","BURITI DOS LOPES"
"16438","2402204","RN","CANGUARETAMA"
"19852","2504207","PB","CATINGUEIRA"
"20290","2506400","PB","GURINHEM"
"27596","2703007","AL","IBATEGUARA"
"35890","2914406","BA","IRAQUARA"
"27979","2704906","AL","MAR VERMELHO"
"5037","1505205","PA","OEIRAS DO PARA"
"37672","2923308","BA","OURICANGAS"
"41289","3146552","MG","PAI PEDRO"
"4685","1506112","PA","QUATIPURU"
"21571","2512804","PB","RIACHO DOS CAVALOS"
"11835","2209203","PI","SANTA FILOMENA"
"11851","2209302","PI","SANTA LUZ"
"11088","2209856","PI","SAO JOAO DA CANABRAVA"
"21938","2514602","PB","SAO JOSE DO BONFIM"
"39039","2930204","BA","SENTO SE"
"39918","2931053","BA","TANQUE NOVO"
"22314","2516508","PB","TAPEROA"
"16128","2414456","RN","TRIUNFO POTIGUAR"
"33405","2901957","BA","APUAREMA"
"13234","2301208","CE","ARACOIABA"
"34274","2906402","BA","CANDEAL"
"27332","2701704","AL","CAPELA"
"10510","2202604","PI","CASTELO DO PIAUI"
"10200","2202752","PI","COLONIA DO GURGUEIA"
"20052","2505204","PB","CUITEGI"
"73202","1710904","TO","ITAPIRATINS"
"47392","3137007","MG","LADAINHA"
"25038","2610202","PE","PANELAS"
"17752","2408805","RN","PARAZINHO"
"13102","2311264","CE","QUITERIANOPOLIS"
"21890","2514404","PB","SAO JOSE DE ESPINHARAS"
"39071","2930402","BA","SERRA PRETA"
"10170","2200905","PI","AROAZES"
"19291","2501401","PB","BAIA DA TRAICAO"
"19739","2503605","PB","CAICARA"
"2232","1301100","AM","CAREIRO"
"10499","2202505","PI","CARACOL"
"10693","2203503","PI","ELESBAO VELOSO"
"13870","2304301","CE","FARIAS BRITO"
"14052","2305209","CE","HIDROLANDIA"
"24490","2607505","PE","ITAIBA"
"94099","1710706","TO","ITAGUATINS"
"36196","2915908","BA","ITANAGRA"
"24597","2608008","PE","JATAUBA"
"19160","2508554","PB","LOGRADOURO"
"27898","2704500","AL","MARAGOGI"
"37532","2922607","BA","NILO PECANHA"
"15199","2310902","CE","PIQUET CARNEIRO"
"25291","2611507","PE","QUIPAPA"
"12521","2210979","PI","TANQUE DO PIAUI"
"54178","3170909","MG","VARZELANDIA"
"26212","2616100","PE","VERDEJANTE"
"30732","2902252","BA","ARATACA"
"92592","1703008","TO","BABACULANDIA"
"19313","2501500","PB","BANANEIRAS"
"41696","3108503","MG","BOTUMIRIM"
"27081","2701357","AL","CAMPESTRE"
"23752","2603801","PE","CAPOEIRAS"
"15890","2304251","CE","CRUZ"
"27499","2702504","AL","DOIS RIACHOS"
"7919","2104701","MA","GRACA ARANHA"
"37192","2920908","BA","MASCOTE"
"37575","2922805","BA","NOVA ITARANA"
"37591","2922904","BA","NOVA SOURE"
"15032","2310100","CE","PALMACIA"
"73040","1713809","TO","PALMEIRAS DO TOCANTINS"
"21539","2512606","PB","QUIXABA"
"12300","2208858","PI","RIACHO FRIO"
"38695","2928505","BA","SANTA TERESINHA"
"9172","2111003","MA","SAO JOAO BATISTA"
"18511","2412708","RN","SAO PEDRO"
"98450","1303957","AM","SAO SEBASTIAO DO UATUMA"
"2771","1304005","AM","SILVES"
"98493","1304260","AM","UARINI"
"12084","2200459","PI","ALVORADA DO GURGUEIA"
"33332","2901700","BA","ANTONIO CARDOSO"
"33510","2902609","BA","BAIXA GRANDE"
"19410","2502003","PB","BELEM DO BREJO DO CRUZ"
"23434","2602209","PE","BOM JARDIM"
"19771","2503803","PB","CALDAS BRANDAO"
"19798","2503902","PB","CAMALAU"
"10820","2204659","PI","ILHA GRANDE"
"4189","1503457","PA","IPIXUNA DO PARA"
"35858","2914208","BA","IRAJUBA"
"31674","2803401","SE","JAPOATA"
"11053","2205300","PI","JERUMENHA"
"11134","2205706","PI","LUIS CORREIA"
"13021","2307635","CE","MADALENA"
"37117","2920502","BA","MARACAS"
"31836","2804201","SE","MONTE ALEGRE DE SERGIPE"
"31356","2804458","SE","NOSSA SENHORA APARECIDA"
"2712","1303502","AM","PAUINI"
"37877","2924306","BA","PIATA"
"21415","2512002","PB","POCINHOS"
"21490","2512408","PB","PUXINANA"
"42404","3165552","MG","SETUBINHA"
"22411","2517001","PB","UMBUZEIRO"
"39713","2933604","BA","XIQUE XIQUE"
"10111","2200608","PI","ANGICAL DO PIAUI"
"13153","2300804","CE","ANTONINA DO NORTE"
"10081","2201929","PI","BONFIM DO PIAUI"
"23655","2603306","PE","CALCADO"
"42242","3130655","MG","INDAIABIRA"
"30660","2917334","BA","IUIU"
"17531","2407708","RN","MONTANHAS"
"37460","2922250","BA","MUQUEM DO SAO FRANCISCO"
"8451","2107308","MA","NOVA IORQUE"
"37990","2924900","BA","PLANALTINO"
"10464","2209377","PI","SANTA ROSA DO PIAUI"
"73105","1720150","TO","SAO FELIX DO TOCANTINS"
"18597","2413102","RN","SENADOR ELOI DE SOUZA"
"22136","2515609","PB","SERRA DA RAIZ"
"22152","2515708","PB","SERRA GRANDE"
"12548","2211605","PI","VILA NOVA DO PIAUI"
"12106","2201051","PI","ASSUNCAO DO PIAUI"
"92576","1702901","TO","AXIXA DO TOCANTINS"
"41726","3106655","MG","BERIZAL"
"34363","2906899","BA","CARAIBAS"
"73210","1704105","TO","CENTENARIO"
"7617","2103208","MA","CHAPADINHA"
"23957","2604809","PE","CORTES"
"7242","2103752","MA","DAVINOPOLIS"
"35104","2900504","BA","ERICO CARDOSO"
"27537","2702702","AL","FELIZ DESERTO"
"7854","2104404","MA","GONCALVES DIAS"
"2470","1302207","AM","JURUA"
"24732","2608701","PE","LAGOA DOS GATOS"
"28037","2705200","AL","MESSIAS"
"21237","2511103","PB","PEDRA LAVRADA"
"40541","3149150","MG","PEDRAS DE MARIA DA CRUZ"
"37958","2924702","BA","PIRIPA"
"8877","2109502","MA","RIACHAO"
"5274","1506401","PA","SANTA CRUZ DO ARARI"
"12017","2210102","PI","SAO JOSE DO PEIXE"
"18473","2412500","RN","SAO MIGUEL"
"18694","2413607","RN","SEVERIANO MELO"
"39373","2931905","BA","TUCANO"
"23132","2600708","PE","ALIANCA"
"19259","2501302","PB","AROEIRAS"
"2054","1300201","AM","ATALAIA DO NORTE"
"23531","2602704","PE","BUENOS AIRES"
"7676","2103505","MA","COLINAS"
"10553","2202802","PI","CONCEICAO DO CANINDE"
"4618","1503101","PA","GURUPA"
"24678","2608404","PE","JUREMA"
"11150","2205805","PI","LUZILANDIA"
"37583","2922854","BA","NOVA REDENCAO"
"11657","2208304","PI","PIRACURUCA"
"28517","2707602","AL","QUEBRANGULO"
"35491","2928406","BA","SANTA RITA DE CASSIA"
"32298","2806503","SE","SANTA ROSA DE LIMA"
"11894","2209500","PI","SANTO INACIO DO PIAUI"
"39926","2929354","BA","SAO JOSE DA VITORIA"
"9490","2112803","MA","VIANA"
"4057","1500305","PA","AFUA"
"23205","2601052","PE","ARACOIABA"
"10235","2201200","PI","BARRAS"
"13129","2301950","CE","BARREIRA"
"92045","1703800","TO","BURITI DO TOCANTINS"
"30856","2906824","BA","CANUDOS"
"19992","2504900","PB","CRUZ DO ESPIRITO SANTO"
"36056","2915205","BA","ITAGIBA"
"8079","2105401","MA","ITAPECURU MIRIM"
"36714","2918506","BA","JUSSARA"
"8230","2106201","MA","LUIS DOMINGUES DO MARANHAO"
"37079","2920304","BA","MALHADA DE PEDRAS"
"14710","2308500","CE","MOMBACA"
"16284","2410256","RN","PORTO DO MANGUE"
"4065","1507474","PA","SAO JOAO DE PIRABAS"
"12092","2210508","PI","SAO PEDRO DO PIAUI"
"25798","2614006","PE","SERRITA"
"18775","2414001","RN","TANGARA"
"19585","2500734","PB","AMPARO"
"34177","2905909","BA","CAMPO ALEGRE DE LOURDES"
"34312","2906600","BA","CANDIBA"
"34932","2909703","BA","CRISTOPOLIS"
"37036","2920106","BA","MAIRI"
"17450","2407302","RN","MARCELINO VIEIRA"
"20877","2509305","PB","MATARACA"
"11274","2206407","PI","MONSENHOR GIL"
"8397","2107001","MA","MONTES ALTOS"
"20974","2509800","PB","MULUNGU"
"41122","3144656","MG","NINHEIRA"
"31933","2804706","SE","NOSSA SENHORA DE LOURDES"
"8168","2109452","MA","RAPOSA"
"38342","2926657","BA","RIBEIRAO DO LARGO"
"25453","2612307","PE","SALOA"
"19666","2513653","PB","SANTAREM"
"92606","1719004","TO","SANTA TEREZA DO TOCANTINS"
"25550","2612802","PE","SANTA TEREZINHA"
"39055","2930303","BA","SERRA DOURADA"
"9296","2111805","MA","SITIO NOVO"
"18910","2414704","RN","VARZEA"
"33260","2901353","BA","ANDORINHA"
"19178","2500908","PB","ARARA"
"27073","2700409","AL","ATALAIA"
"16292","2401503","RN","BARCELONA"
"30759","2903235","BA","BARRO ALTO"
"2135","1300607","AM","BENJAMIN CONSTANT"
"23396","2602001","PE","BODOCO"
"7269","2102036","MA","BOM JESUS DAS SELVAS"
"33804","2904050","BA","BONITO"
"19674","2503308","PB","CACHOEIRA DOS INDIOS"
"16047","2401859","RN","CAICARA DO NORTE"
"13676","2303402","CE","CARNAUBAL"
"27413","2702108","AL","COLONIA LEOPOLDINA"
"31372","2801900","SE","CUMBE"
"24171","2605905","PE","GAMELEIRA"
"7706","2105351","MA","ITAIPAVA DO GRAJAU"
"20559","2507705","PB","JUAZEIRINHO"
"36978","2919801","BA","MACAUBAS"
"14990","2309904","CE","PACUJA"
"38512","2927507","BA","SANTA BARBARA"
"52051","3160306","MG","SANTO ANTONIO DO JACINTO"
"21970","2514800","PB","SAO JOSE DOS CORDEIROS"
"39152","2930808","BA","SOUTO SOARES"
"15776","2313807","CE","URUBURETAMA"
"23256","2601300","PE","BARRA DE GUABIRABA"
"19453","2502201","PB","BOM JESUS"
"33790","2904001","BA","BONINAL"
"40533","3102704","MG","CACHOEIRA DE PAJEU"
"7633","2103307","MA","CODO"
"34878","2909406","BA","COTEGIPE"
"35149","2910776","BA","FEIRA DA MATA"
"42064","3126950","MG","FREI LAGONEGRO"
"17078","2405504","RN","JARDIM DE ANGICOS"
"20591","2507903","PB","JURIPIRANGA"
"20915","2509503","PB","MONTADAS"
"20931","2509602","PB","MONTE HOREBE"
"19402","2513927","PB","SAO BENTINHO"
"25631","2613206","PE","SAO JOAO"
"25658","2613305","PE","SAO JOAQUIM DO MONTE"
"73393","1720259","TO","SAO SALVADOR DO TOCANTINS"
"8621","2112852","MA","VILA NOVA DOS MARTIRIOS"
"33359","2901809","BA","ANTONIO GONCALVES"
"33499","2902500","BA","BAIANOPOLIS"
"7293","2101509","MA","BARAO DE GRAJAU"
"19305","2501534","PB","BARAUNAS"
"13552","2302800","CE","CANINDE"
"19836","2504108","PB","CARRAPATEIRA"
"73032","1706506","TO","DARCINOPOLIS"
"30970","2911857","BA","HELIOPOLIS"
"28096","2705507","AL","MURICI"
"17833","2409209","RN","PASSAGEM"
"11754","2208809","PI","REGENERACAO"
"9237","2111508","MA","SAO MATEUS DO MARANHAO"
"9717","2114007","MA","ZE DOCA"
"27111","2700607","AL","BARRA DE SAO MIGUEL"
"33618","2903102","BA","BARRA DO ROCHA"
"10316","2201606","PI","BENEDITINOS"
"34215","2906105","BA","CANAPOLIS"
"34894","2909505","BA","CRAVOLANDIA"
"6068","1600212","AP","CUTIAS"
"13200","2304277","CE","ERERE"
"16799","2404101","RN","GALINHOS"
"36170","2915809","BA","ITAMBE"
"17230","2406205","RN","LAGOA D ANTA"
"17272","2406403","RN","LAGOA DE VELHOS"
"20850","2509206","PB","MASSARANDUBA"
"11479","2207405","PI","PALMEIRA DO PIAUI"
"19526","2512077","PB","POCO DE JOSE DE MOURA"
"15350","2311702","CE","RERIUTABA"
"39233","2931202","BA","TAPEROA"
"10073","2200400","PI","ALTOS"
"2992","1300839","AM","CAAPIRANGA"
"41807","3111150","MG","CAMPO AZUL"
"19895","2504405","PB","CONCEICAO"
"25976","2607653","PE","ITAMBE"
"2437","1302009","AM","ITAPIRANGA"
"20575","2507804","PB","JUNCO DO SERIDO"
"36838","2919108","BA","LAMARAO"
"24791","2609006","PE","MACAPARANA"
"14818","2309003","CE","MUCAMBO"
"41203","3145455","MG","OLHOS DAGUA"
"24937","2609709","PE","OROBO"
"15075","2310308","CE","PARAMBU"
"15334","2311603","CE","REDENCAO"
"19860","2513984","PB","SAO FRANCISCO"
"5495","1507508","PA","SAO JOAO DO ARAGUAIA"
"4367","1507979","PA","TERRA SANTA"
"53996","3170008","MG","UBAI"
"39624","2933174","BA","VARZEDO"
"10090","2200509","PI","AMARANTE"
"33456","2902302","BA","ARATUIPE"
"31259","2801306","SE","CAPELA"
"30937","2911253","BA","GAVIAO"
"35270","2911402","BA","GLORIA"
"14010","2305001","CE","GUARACIABA DO NORTE"
"14036","2305100","CE","GUARAMIRANGA"
"94838","1714302","TO","NAZARE"
"14893","2309409","CE","NOVO ORIENTE"
"14915","2309508","CE","OROS"
"14974","2309805","CE","PACOTI"
"19720","2510659","PB","PARARI"
"37931","2924603","BA","PINDOBACU"
"15253","2311207","CE","POTENGI"
"25755","2613800","PE","SAO VICENTE FERRER"
"39950","2933158","BA","VARZEA NOVA"
"23175","2600906","PE","AMARAJI"
"10251","2201309","PI","BARREIRAS DO PIAUI"
"33715","2903607","BA","BIRITINGA"
"34150","2905800","BA","CAMAMU"
"34711","2908606","BA","CONDE"
"12297","2203354","PI","DIRCEU ARCOVERDE"
"20176","2505808","PB","DUAS ESTRADAS"
"35130","2910701","BA","EUCLIDES DA CUNHA"
"35750","2913705","BA","INHAMBUPE"
"14257","2306207","CE","ITAICABA"
"36250","2916203","BA","ITAPE"
"8192","2106003","MA","LIMA CAMPOS"
"14575","2307809","CE","MARCO"
"14672","2308302","CE","MILAGRES"
"11371","2206902","PI","NOVO ORIENTE DO PIAUI"
"25410","2612109","PE","SALGADINHO"
"15415","2312007","CE","SANTANA DO ACARAU"
"52035","3160207","MG","SANTO ANTONIO DO ITAMBE"
"39357","2931806","BA","TREMEDAL"
"16098","2400505","RN","ALEXANDRIA"
"3050","1400050","RR","ALTO ALEGRE"
"13145","2300150","CE","ACARAPE"
"5819","1502756","PA","CONCORDIA DO PARA"
"17515","2404002","RN","FRUTUOSO GOMES"
"7609","2104552","MA","GOVERNADOR EDSON LOBAO"
"14079","2305308","CE","IBIAPINA"
"16993","2405108","RN","JANDAIRA"
"14656","2308203","CE","MERUOCA"
"31852","2804300","SE","MURIBECA"
"11630","2208205","PI","PIO IX"
"11959","2209807","PI","SAO GONCALO DO PIAUI"
"25933","2614709","PE","TACAIMBO"
"42480","3170651","MG","VARGEM GRANDE DO RIO PARDO"
"33030","2900207","BA","ABARE"
"41700","3104452","MG","ARICANDUVA"
"19470","2502300","PB","BOM SUCESSO"
"34452","2907301","BA","CASTRO ALVES"
"23914","2604601","PE","CONDADO"
"10715","2203602","PI","ELISEU MARTINS"
"45071","3125408","MG","FELICIO DOS SANTOS"
"7811","2104206","MA","FORTUNA"
"36633","2918100","BA","JEREMOABO"
"20737","2508604","PB","LUCENA"
"17558","2407807","RN","MONTE ALEGRE"
"37338","2921609","BA","MORPARA"
"37397","2921906","BA","MUCUGE"
"39969","2922755","BA","NOVA IBIA"
